guilty(p0).
someone_else_cause_harm(p4,n).
outrank_perpetrator(p4,y).
necessary_for_harm(p4,n).
monitor(p4,y).
intervening_contribution(p4,n).
harm_caused_as_planned(p4,n).
goal_achieveable_less_harmful(p4,n).
external_cause(p4,y).
control_perpetrator(p4,n).
benefit_protagonist(p4,n).
achieve_goal(p4,n).
careful(p4,y).
benefit_victim(p4,0).
severity_harm(p4,1).
goal_outweigh_harm(p4,n).
foresee_intervention(p4,y).
foreseeability(p4,high).
external_force(p4,n).
mental_state(p4,negligent).
produce_harm(p4,y).

guilty(p5).
produce_harm(p5,n).
plan_known(p5,y).
plan_include_harm(p5,n).
someone_else_cause_harm(p5,y).
outrank_perpetrator(p5,n).
necessary_for_harm(p5,y).
monitor(p5,y).
harm_caused_as_planned(p5,y).
goal_outweigh_harm(p5,y).
foresee_intervention(p5,y).
external_cause(p5,n).
control_perpetrator(p5,y).
benefit_protagonist(p5,n).
achieve_goal(p5,n).
careful(p5,y).
benefit_victim(p5,0).
severity_harm(p5,1).
goal_achieveable_less_harmful(p5,y).
intervening_contribution(p5,n).
foreseeability(p5,high).
external_force(p5,n).
mental_state(p5,negligent).
sufficient_for_harm(p5,y).

guilty(p6).
sufficient_for_harm(p6,y).
plan_known(p6,y).
plan_include_harm(p6,n).
someone_else_cause_harm(p6,n).
outrank_perpetrator(p6,n).
necessary_for_harm(p6,n).
monitor(p6,n).
intervening_contribution(p6,n).
harm_caused_as_planned(p6,n).
goal_outweigh_harm(p6,y).
external_cause(p6,y).
control_perpetrator(p6,n).
benefit_protagonist(p6,y).
achieve_goal(p6,n).
careful(p6,y).
benefit_victim(p6,0).
severity_harm(p6,1).
goal_achieveable_less_harmful(p6,y).
foresee_intervention(p6,y).
foreseeability(p6,low).
external_force(p6,n).
mental_state(p6,negligent).
produce_harm(p6,y).

guilty(p7).
produce_harm(p7,y).
plan_known(p7,y).
plan_include_harm(p7,y).
someone_else_cause_harm(p7,y).
outrank_perpetrator(p7,n).
necessary_for_harm(p7,y).
monitor(p7,y).
intervening_contribution(p7,y).
harm_caused_as_planned(p7,y).
goal_outweigh_harm(p7,y).
goal_achieveable_less_harmful(p7,y).
external_cause(p7,n).
control_perpetrator(p7,n).
benefit_protagonist(p7,y).
careful(p7,n).
benefit_victim(p7,0).
severity_harm(p7,1).
achieve_goal(p7,n).
foresee_intervention(p7,y).
foreseeability(p7,low).
external_force(p7,n).
mental_state(p7,negligent).
sufficient_for_harm(p7,y).

guilty(p8).
sufficient_for_harm(p8,n).
produce_harm(p8,n).
plan_known(p8,n).
plan_include_harm(p8,n).
someone_else_cause_harm(p8,n).
outrank_perpetrator(p8,y).
monitor(p8,y).
harm_caused_as_planned(p8,n).
goal_outweigh_harm(p8,n).
goal_achieveable_less_harmful(p8,n).
foresee_intervention(p8,y).
external_cause(p8,y).
control_perpetrator(p8,y).
benefit_protagonist(p8,n).
careful(p8,n).
benefit_victim(p8,0).
severity_harm(p8,1).
achieve_goal(p8,n).
intervening_contribution(p8,n).
foreseeability(p8,low).
external_force(p8,n).
mental_state(p8,negligent).
necessary_for_harm(p8,y).

guilty(p9).
sufficient_for_harm(p9,n).
produce_harm(p9,y).
plan_known(p9,n).
plan_include_harm(p9,y).
someone_else_cause_harm(p9,y).
outrank_perpetrator(p9,y).
monitor(p9,n).
harm_caused_as_planned(p9,n).
goal_outweigh_harm(p9,n).
goal_achieveable_less_harmful(p9,n).
foresee_intervention(p9,y).
external_cause(p9,y).
control_perpetrator(p9,y).
benefit_protagonist(p9,n).
careful(p9,n).
benefit_victim(p9,0).
severity_harm(p9,1).
achieve_goal(p9,n).
intervening_contribution(p9,n).
foreseeability(p9,low).
external_force(p9,n).
mental_state(p9,negligent).
necessary_for_harm(p9,y).

guilty(p10).
sufficient_for_harm(p10,y).
plan_known(p10,n).
plan_include_harm(p10,y).
someone_else_cause_harm(p10,n).
outrank_perpetrator(p10,y).
necessary_for_harm(p10,y).
monitor(p10,n).
intervening_contribution(p10,n).
harm_caused_as_planned(p10,y).
goal_achieveable_less_harmful(p10,n).
external_cause(p10,n).
control_perpetrator(p10,n).
benefit_protagonist(p10,y).
achieve_goal(p10,n).
careful(p10,y).
benefit_victim(p10,0).
severity_harm(p10,1).
goal_outweigh_harm(p10,n).
foresee_intervention(p10,y).
foreseeability(p10,low).
external_force(p10,n).
mental_state(p10,negligent).
produce_harm(p10,y).

guilty(p11).
sufficient_for_harm(p11,y).
plan_known(p11,n).
plan_include_harm(p11,y).
someone_else_cause_harm(p11,y).
outrank_perpetrator(p11,y).
necessary_for_harm(p11,n).
monitor(p11,y).
harm_caused_as_planned(p11,n).
goal_outweigh_harm(p11,n).
foresee_intervention(p11,y).
external_cause(p11,n).
control_perpetrator(p11,n).
benefit_protagonist(p11,y).
achieve_goal(p11,n).
careful(p11,n).
benefit_victim(p11,0).
severity_harm(p11,1).
goal_achieveable_less_harmful(p11,y).
intervening_contribution(p11,n).
foreseeability(p11,low).
external_force(p11,n).
mental_state(p11,negligent).
produce_harm(p11,y).

guilty(p12).
produce_harm(p12,y).
plan_known(p12,y).
plan_include_harm(p12,n).
someone_else_cause_harm(p12,y).
outrank_perpetrator(p12,n).
necessary_for_harm(p12,y).
monitor(p12,n).
harm_caused_as_planned(p12,n).
goal_outweigh_harm(p12,y).
foresee_intervention(p12,y).
external_cause(p12,n).
control_perpetrator(p12,y).
benefit_protagonist(p12,n).
achieve_goal(p12,y).
mental_state(p12,reckless).
benefit_victim(p12,0).
severity_harm(p12,1).
goal_achieveable_less_harmful(p12,y).
intervening_contribution(p12,n).
external_force(p12,n).
foreseeability(p12,low).
careful(p12,n).
sufficient_for_harm(p12,y).

guilty(p13).
sufficient_for_harm(p13,n).
plan_known(p13,y).
plan_include_harm(p13,y).
someone_else_cause_harm(p13,y).
outrank_perpetrator(p13,y).
necessary_for_harm(p13,n).
monitor(p13,y).
harm_caused_as_planned(p13,y).
goal_achieveable_less_harmful(p13,y).
foresee_intervention(p13,n).
external_cause(p13,n).
control_perpetrator(p13,n).
benefit_protagonist(p13,y).
achieve_goal(p13,y).
mental_state(p13,negligent).
benefit_victim(p13,0).
severity_harm(p13,1).
goal_outweigh_harm(p13,n).
intervening_contribution(p13,n).
external_force(p13,n).
foreseeability(p13,low).
careful(p13,n).
produce_harm(p13,y).

guilty(p14).
produce_harm(p14,n).
plan_known(p14,y).
plan_include_harm(p14,n).
someone_else_cause_harm(p14,y).
outrank_perpetrator(p14,n).
necessary_for_harm(p14,n).
monitor(p14,y).
intervening_contribution(p14,n).
harm_caused_as_planned(p14,y).
goal_outweigh_harm(p14,n).
external_cause(p14,n).
control_perpetrator(p14,y).
benefit_protagonist(p14,n).
achieve_goal(p14,n).
mental_state(p14,reckless).
benefit_victim(p14,0).
severity_harm(p14,1).
goal_achieveable_less_harmful(p14,y).
foresee_intervention(p14,y).
external_force(p14,n).
foreseeability(p14,low).
careful(p14,n).
sufficient_for_harm(p14,y).

guilty(p15).
sufficient_for_harm(p15,n).
plan_known(p15,y).
plan_include_harm(p15,y).
someone_else_cause_harm(p15,n).
outrank_perpetrator(p15,y).
necessary_for_harm(p15,n).
monitor(p15,y).
intervening_contribution(p15,y).
harm_caused_as_planned(p15,y).
goal_achieveable_less_harmful(p15,n).
external_cause(p15,y).
control_perpetrator(p15,y).
benefit_protagonist(p15,y).
achieve_goal(p15,n).
mental_state(p15,negligent).
benefit_victim(p15,0).
severity_harm(p15,1).
goal_outweigh_harm(p15,n).
foresee_intervention(p15,y).
external_force(p15,n).
foreseeability(p15,low).
careful(p15,n).
produce_harm(p15,y).

guilty(p16).
sufficient_for_harm(p16,y).
produce_harm(p16,y).
plan_known(p16,n).
plan_include_harm(p16,n).
someone_else_cause_harm(p16,y).
outrank_perpetrator(p16,n).
monitor(p16,y).
harm_caused_as_planned(p16,y).
goal_achieveable_less_harmful(p16,n).
foresee_intervention(p16,n).
external_cause(p16,y).
control_perpetrator(p16,y).
benefit_protagonist(p16,n).
achieve_goal(p16,y).
mental_state(p16,reckless).
benefit_victim(p16,0).
severity_harm(p16,1).
goal_outweigh_harm(p16,n).
intervening_contribution(p16,n).
external_force(p16,n).
foreseeability(p16,low).
careful(p16,n).
necessary_for_harm(p16,y).

guilty(p17).
produce_harm(p17,n).
plan_known(p17,y).
plan_include_harm(p17,y).
someone_else_cause_harm(p17,y).
outrank_perpetrator(p17,y).
necessary_for_harm(p17,y).
monitor(p17,n).
harm_caused_as_planned(p17,n).
goal_achieveable_less_harmful(p17,y).
foresee_intervention(p17,y).
external_cause(p17,n).
control_perpetrator(p17,n).
benefit_protagonist(p17,n).
achieve_goal(p17,n).
mental_state(p17,neither).
benefit_victim(p17,0).
severity_harm(p17,1).
goal_outweigh_harm(p17,n).
intervening_contribution(p17,n).
external_force(p17,n).
foreseeability(p17,low).
careful(p17,n).
sufficient_for_harm(p17,y).

guilty(p18).
produce_harm(p18,y).
plan_known(p18,y).
plan_include_harm(p18,n).
someone_else_cause_harm(p18,y).
outrank_perpetrator(p18,y).
necessary_for_harm(p18,n).
monitor(p18,y).
intervening_contribution(p18,n).
harm_caused_as_planned(p18,y).
goal_outweigh_harm(p18,n).
goal_achieveable_less_harmful(p18,y).
external_cause(p18,y).
control_perpetrator(p18,y).
benefit_protagonist(p18,n).
careful(p18,n).
benefit_victim(p18,0).
severity_harm(p18,1).
achieve_goal(p18,n).
foresee_intervention(p18,y).
foreseeability(p18,high).
external_force(p18,n).
mental_state(p18,reckless).
sufficient_for_harm(p18,y).

guilty(p19).
sufficient_for_harm(p19,y).
produce_harm(p19,y).
plan_known(p19,y).
plan_include_harm(p19,y).
someone_else_cause_harm(p19,y).
outrank_perpetrator(p19,n).
monitor(p19,n).
harm_caused_as_planned(p19,n).
goal_achieveable_less_harmful(p19,y).
foresee_intervention(p19,n).
external_cause(p19,n).
control_perpetrator(p19,n).
benefit_protagonist(p19,n).
achieve_goal(p19,n).
careful(p19,y).
benefit_victim(p19,0).
severity_harm(p19,1).
goal_outweigh_harm(p19,n).
intervening_contribution(p19,n).
foreseeability(p19,high).
external_force(p19,n).
mental_state(p19,reckless).
necessary_for_harm(p19,y).

guilty(p20).
sufficient_for_harm(p20,y).
plan_known(p20,n).
plan_include_harm(p20,n).
someone_else_cause_harm(p20,y).
outrank_perpetrator(p20,n).
necessary_for_harm(p20,n).
monitor(p20,y).
harm_caused_as_planned(p20,n).
goal_achieveable_less_harmful(p20,n).
foresee_intervention(p20,n).
external_cause(p20,n).
control_perpetrator(p20,n).
benefit_protagonist(p20,n).
achieve_goal(p20,y).
careful(p20,y).
benefit_victim(p20,0).
severity_harm(p20,1).
goal_outweigh_harm(p20,n).
intervening_contribution(p20,n).
foreseeability(p20,high).
external_force(p20,n).
mental_state(p20,reckless).
produce_harm(p20,y).

guilty(p21).
sufficient_for_harm(p21,y).
plan_known(p21,y).
plan_include_harm(p21,y).
someone_else_cause_harm(p21,y).
outrank_perpetrator(p21,y).
necessary_for_harm(p21,n).
monitor(p21,y).
intervening_contribution(p21,y).
harm_caused_as_planned(p21,n).
goal_outweigh_harm(p21,y).
goal_achieveable_less_harmful(p21,y).
external_cause(p21,n).
control_perpetrator(p21,n).
benefit_protagonist(p21,n).
careful(p21,n).
benefit_victim(p21,0).
severity_harm(p21,1).
achieve_goal(p21,n).
foresee_intervention(p21,y).
foreseeability(p21,high).
external_force(p21,n).
mental_state(p21,reckless).
produce_harm(p21,y).

guilty(p22).
produce_harm(p22,n).
plan_known(p22,y).
plan_include_harm(p22,y).
someone_else_cause_harm(p22,y).
outrank_perpetrator(p22,n).
necessary_for_harm(p22,y).
monitor(p22,n).
harm_caused_as_planned(p22,n).
goal_outweigh_harm(p22,n).
goal_achieveable_less_harmful(p22,n).
foresee_intervention(p22,y).
external_cause(p22,y).
control_perpetrator(p22,y).
benefit_protagonist(p22,y).
careful(p22,n).
benefit_victim(p22,0).
severity_harm(p22,1).
achieve_goal(p22,n).
intervening_contribution(p22,n).
foreseeability(p22,high).
external_force(p22,n).
mental_state(p22,reckless).
sufficient_for_harm(p22,y).

guilty(p23).
sufficient_for_harm(p23,y).
plan_known(p23,y).
plan_include_harm(p23,n).
someone_else_cause_harm(p23,y).
outrank_perpetrator(p23,y).
necessary_for_harm(p23,y).
monitor(p23,n).
intervening_contribution(p23,y).
harm_caused_as_planned(p23,n).
goal_outweigh_harm(p23,y).
goal_achieveable_less_harmful(p23,y).
external_cause(p23,y).
control_perpetrator(p23,y).
benefit_protagonist(p23,y).
careful(p23,y).
benefit_victim(p23,0).
severity_harm(p23,1).
achieve_goal(p23,n).
foresee_intervention(p23,y).
foreseeability(p23,high).
external_force(p23,n).
mental_state(p23,reckless).
produce_harm(p23,y).

guilty(p24).
sufficient_for_harm(p24,y).
produce_harm(p24,y).
plan_known(p24,y).
plan_include_harm(p24,n).
someone_else_cause_harm(p24,n).
outrank_perpetrator(p24,n).
monitor(p24,y).
intervening_contribution(p24,y).
harm_caused_as_planned(p24,n).
goal_achieveable_less_harmful(p24,y).
external_cause(p24,n).
control_perpetrator(p24,n).
benefit_protagonist(p24,n).
achieve_goal(p24,n).
careful(p24,y).
benefit_victim(p24,0).
severity_harm(p24,1).
goal_outweigh_harm(p24,n).
foresee_intervention(p24,y).
foreseeability(p24,low).
external_force(p24,n).
mental_state(p24,reckless).
necessary_for_harm(p24,y).

guilty(p25).
sufficient_for_harm(p25,y).
plan_known(p25,y).
plan_include_harm(p25,y).
someone_else_cause_harm(p25,y).
outrank_perpetrator(p25,n).
necessary_for_harm(p25,y).
monitor(p25,y).
harm_caused_as_planned(p25,y).
goal_outweigh_harm(p25,y).
foresee_intervention(p25,n).
external_cause(p25,n).
control_perpetrator(p25,y).
benefit_protagonist(p25,n).
achieve_goal(p25,n).
careful(p25,n).
benefit_victim(p25,0).
severity_harm(p25,1).
goal_achieveable_less_harmful(p25,y).
intervening_contribution(p25,n).
foreseeability(p25,low).
external_force(p25,n).
mental_state(p25,reckless).
produce_harm(p25,y).

guilty(p26).
sufficient_for_harm(p26,n).
plan_known(p26,n).
plan_include_harm(p26,y).
someone_else_cause_harm(p26,n).
outrank_perpetrator(p26,y).
necessary_for_harm(p26,n).
monitor(p26,y).
harm_caused_as_planned(p26,n).
goal_outweigh_harm(p26,n).
foresee_intervention(p26,n).
external_cause(p26,y).
control_perpetrator(p26,n).
benefit_protagonist(p26,y).
achieve_goal(p26,y).
careful(p26,n).
benefit_victim(p26,0).
severity_harm(p26,1).
goal_achieveable_less_harmful(p26,y).
intervening_contribution(p26,n).
foreseeability(p26,low).
external_force(p26,n).
mental_state(p26,reckless).
produce_harm(p26,y).

guilty(p27).
sufficient_for_harm(p27,n).
produce_harm(p27,n).
plan_known(p27,y).
plan_include_harm(p27,y).
someone_else_cause_harm(p27,n).
outrank_perpetrator(p27,n).
monitor(p27,y).
intervening_contribution(p27,n).
harm_caused_as_planned(p27,n).
goal_outweigh_harm(p27,n).
goal_achieveable_less_harmful(p27,n).
external_cause(p27,y).
control_perpetrator(p27,y).
benefit_protagonist(p27,y).
careful(p27,y).
benefit_victim(p27,0).
severity_harm(p27,1).
achieve_goal(p27,n).
foresee_intervention(p27,y).
foreseeability(p27,low).
external_force(p27,n).
mental_state(p27,reckless).
necessary_for_harm(p27,y).

guilty(p28).
sufficient_for_harm(p28,y).
plan_known(p28,y).
plan_include_harm(p28,y).
someone_else_cause_harm(p28,n).
outrank_perpetrator(p28,n).
necessary_for_harm(p28,n).
monitor(p28,y).
harm_caused_as_planned(p28,y).
goal_outweigh_harm(p28,y).
foresee_intervention(p28,y).
external_cause(p28,n).
control_perpetrator(p28,y).
benefit_protagonist(p28,y).
achieve_goal(p28,n).
careful(p28,y).
benefit_victim(p28,0).
severity_harm(p28,1).
goal_achieveable_less_harmful(p28,y).
intervening_contribution(p28,n).
foreseeability(p28,low).
external_force(p28,n).
mental_state(p28,reckless).
produce_harm(p28,y).

guilty(p29).
sufficient_for_harm(p29,y).
produce_harm(p29,n).
plan_known(p29,n).
plan_include_harm(p29,y).
someone_else_cause_harm(p29,y).
outrank_perpetrator(p29,y).
monitor(p29,y).
harm_caused_as_planned(p29,y).
goal_outweigh_harm(p29,y).
goal_achieveable_less_harmful(p29,y).
foresee_intervention(p29,n).
external_cause(p29,y).
control_perpetrator(p29,n).
benefit_protagonist(p29,n).
careful(p29,y).
benefit_victim(p29,0).
severity_harm(p29,1).
achieve_goal(p29,n).
intervening_contribution(p29,n).
foreseeability(p29,low).
external_force(p29,n).
mental_state(p29,reckless).
necessary_for_harm(p29,y).

guilty(p30).
sufficient_for_harm(p30,n).
produce_harm(p30,n).
plan_known(p30,y).
plan_include_harm(p30,n).
someone_else_cause_harm(p30,y).
outrank_perpetrator(p30,n).
monitor(p30,y).
harm_caused_as_planned(p30,y).
goal_outweigh_harm(p30,y).
foresee_intervention(p30,n).
external_cause(p30,n).
control_perpetrator(p30,n).
benefit_protagonist(p30,y).
achieve_goal(p30,y).
mental_state(p30,negligent).
benefit_victim(p30,0).
severity_harm(p30,1).
goal_achieveable_less_harmful(p30,y).
intervening_contribution(p30,n).
external_force(p30,n).
foreseeability(p30,high).
careful(p30,n).
necessary_for_harm(p30,y).

guilty(p31).
produce_harm(p31,y).
plan_known(p31,n).
plan_include_harm(p31,y).
someone_else_cause_harm(p31,n).
outrank_perpetrator(p31,y).
necessary_for_harm(p31,y).
monitor(p31,y).
intervening_contribution(p31,y).
harm_caused_as_planned(p31,n).
goal_achieveable_less_harmful(p31,n).
external_cause(p31,y).
control_perpetrator(p31,y).
benefit_protagonist(p31,n).
achieve_goal(p31,n).
mental_state(p31,neither).
benefit_victim(p31,0).
severity_harm(p31,1).
goal_outweigh_harm(p31,n).
foresee_intervention(p31,y).
external_force(p31,n).
foreseeability(p31,high).
careful(p31,n).
sufficient_for_harm(p31,y).

guilty(p32).
sufficient_for_harm(p32,y).
produce_harm(p32,y).
plan_known(p32,n).
plan_include_harm(p32,y).
someone_else_cause_harm(p32,y).
outrank_perpetrator(p32,y).
monitor(p32,y).
intervening_contribution(p32,y).
harm_caused_as_planned(p32,n).
goal_achieveable_less_harmful(p32,y).
external_cause(p32,n).
control_perpetrator(p32,y).
benefit_protagonist(p32,y).
achieve_goal(p32,y).
mental_state(p32,negligent).
benefit_victim(p32,0).
severity_harm(p32,1).
goal_outweigh_harm(p32,n).
foresee_intervention(p32,y).
external_force(p32,n).
foreseeability(p32,high).
careful(p32,n).
necessary_for_harm(p32,y).

guilty(p33).
sufficient_for_harm(p33,n).
plan_known(p33,y).
plan_include_harm(p33,y).
someone_else_cause_harm(p33,y).
outrank_perpetrator(p33,n).
necessary_for_harm(p33,y).
monitor(p33,n).
intervening_contribution(p33,y).
harm_caused_as_planned(p33,y).
goal_outweigh_harm(p33,y).
external_cause(p33,n).
control_perpetrator(p33,y).
benefit_protagonist(p33,y).
achieve_goal(p33,n).
mental_state(p33,reckless).
benefit_victim(p33,0).
severity_harm(p33,1).
goal_achieveable_less_harmful(p33,y).
foresee_intervention(p33,y).
external_force(p33,n).
foreseeability(p33,high).
careful(p33,n).
produce_harm(p33,y).

guilty(p34).
produce_harm(p34,y).
plan_known(p34,n).
plan_include_harm(p34,y).
someone_else_cause_harm(p34,n).
outrank_perpetrator(p34,y).
necessary_for_harm(p34,n).
monitor(p34,n).
intervening_contribution(p34,y).
harm_caused_as_planned(p34,y).
goal_achieveable_less_harmful(p34,y).
external_cause(p34,n).
control_perpetrator(p34,y).
benefit_protagonist(p34,n).
achieve_goal(p34,n).
mental_state(p34,negligent).
benefit_victim(p34,0).
severity_harm(p34,1).
goal_outweigh_harm(p34,n).
foresee_intervention(p34,y).
external_force(p34,n).
foreseeability(p34,high).
careful(p34,n).
sufficient_for_harm(p34,y).

guilty(p35).
sufficient_for_harm(p35,n).
produce_harm(p35,y).
plan_known(p35,y).
plan_include_harm(p35,y).
someone_else_cause_harm(p35,y).
outrank_perpetrator(p35,n).
monitor(p35,n).
harm_caused_as_planned(p35,y).
goal_outweigh_harm(p35,n).
foresee_intervention(p35,n).
external_cause(p35,n).
control_perpetrator(p35,n).
benefit_protagonist(p35,y).
achieve_goal(p35,y).
mental_state(p35,reckless).
benefit_victim(p35,0).
severity_harm(p35,1).
goal_achieveable_less_harmful(p35,y).
intervening_contribution(p35,n).
external_force(p35,n).
foreseeability(p35,high).
careful(p35,n).
necessary_for_harm(p35,y).

guilty(p36).
produce_harm(p36,y).
plan_known(p36,n).
plan_include_harm(p36,y).
someone_else_cause_harm(p36,n).
outrank_perpetrator(p36,n).
necessary_for_harm(p36,n).
monitor(p36,y).
intervening_contribution(p36,n).
harm_caused_as_planned(p36,n).
goal_achieveable_less_harmful(p36,n).
external_cause(p36,y).
control_perpetrator(p36,y).
benefit_protagonist(p36,n).
achieve_goal(p36,n).
careful(p36,n).
benefit_victim(p36,0).
severity_harm(p36,1).
goal_outweigh_harm(p36,n).
foresee_intervention(p36,y).
foreseeability(p36,high).
external_force(p36,n).
mental_state(p36,intend).
sufficient_for_harm(p36,y).

guilty(p37).
sufficient_for_harm(p37,n).
plan_known(p37,n).
plan_include_harm(p37,n).
someone_else_cause_harm(p37,y).
outrank_perpetrator(p37,n).
necessary_for_harm(p37,n).
monitor(p37,n).
intervening_contribution(p37,y).
harm_caused_as_planned(p37,y).
goal_achieveable_less_harmful(p37,n).
external_cause(p37,n).
control_perpetrator(p37,n).
benefit_protagonist(p37,n).
achieve_goal(p37,y).
careful(p37,n).
benefit_victim(p37,0).
severity_harm(p37,1).
goal_outweigh_harm(p37,n).
foresee_intervention(p37,y).
foreseeability(p37,high).
external_force(p37,n).
mental_state(p37,intend).
produce_harm(p37,y).

guilty(p38).
sufficient_for_harm(p38,y).
plan_known(p38,y).
plan_include_harm(p38,n).
someone_else_cause_harm(p38,n).
outrank_perpetrator(p38,n).
necessary_for_harm(p38,n).
monitor(p38,y).
intervening_contribution(p38,n).
harm_caused_as_planned(p38,y).
goal_outweigh_harm(p38,y).
external_cause(p38,n).
control_perpetrator(p38,y).
benefit_protagonist(p38,y).
achieve_goal(p38,y).
careful(p38,y).
benefit_victim(p38,0).
severity_harm(p38,1).
goal_achieveable_less_harmful(p38,y).
foresee_intervention(p38,y).
foreseeability(p38,high).
external_force(p38,n).
mental_state(p38,intend).
produce_harm(p38,y).

guilty(p39).
sufficient_for_harm(p39,n).
plan_known(p39,n).
plan_include_harm(p39,n).
someone_else_cause_harm(p39,y).
outrank_perpetrator(p39,n).
necessary_for_harm(p39,y).
monitor(p39,n).
intervening_contribution(p39,n).
harm_caused_as_planned(p39,n).
goal_outweigh_harm(p39,n).
external_cause(p39,n).
control_perpetrator(p39,n).
benefit_protagonist(p39,n).
achieve_goal(p39,y).
careful(p39,y).
benefit_victim(p39,0).
severity_harm(p39,1).
goal_achieveable_less_harmful(p39,y).
foresee_intervention(p39,y).
foreseeability(p39,high).
external_force(p39,n).
mental_state(p39,intend).
produce_harm(p39,y).

guilty(p40).
sufficient_for_harm(p40,n).
plan_known(p40,y).
plan_include_harm(p40,y).
someone_else_cause_harm(p40,n).
outrank_perpetrator(p40,n).
necessary_for_harm(p40,y).
monitor(p40,n).
harm_caused_as_planned(p40,n).
goal_outweigh_harm(p40,n).
foresee_intervention(p40,y).
external_cause(p40,y).
control_perpetrator(p40,n).
benefit_protagonist(p40,y).
achieve_goal(p40,n).
careful(p40,y).
benefit_victim(p40,0).
severity_harm(p40,1).
goal_achieveable_less_harmful(p40,y).
intervening_contribution(p40,n).
foreseeability(p40,high).
external_force(p40,n).
mental_state(p40,intend).
produce_harm(p40,y).

guilty(p41).
produce_harm(p41,y).
plan_known(p41,y).
plan_include_harm(p41,y).
someone_else_cause_harm(p41,n).
outrank_perpetrator(p41,n).
necessary_for_harm(p41,y).
monitor(p41,y).
harm_caused_as_planned(p41,n).
goal_outweigh_harm(p41,n).
foresee_intervention(p41,y).
external_cause(p41,y).
control_perpetrator(p41,n).
benefit_protagonist(p41,y).
achieve_goal(p41,n).
careful(p41,n).
benefit_victim(p41,0).
severity_harm(p41,1).
goal_achieveable_less_harmful(p41,y).
intervening_contribution(p41,n).
foreseeability(p41,high).
external_force(p41,n).
mental_state(p41,intend).
sufficient_for_harm(p41,y).

guilty(p42).
produce_harm(p42,n).
plan_known(p42,n).
plan_include_harm(p42,n).
someone_else_cause_harm(p42,y).
outrank_perpetrator(p42,y).
necessary_for_harm(p42,n).
monitor(p42,y).
harm_caused_as_planned(p42,n).
goal_achieveable_less_harmful(p42,n).
foresee_intervention(p42,n).
external_cause(p42,y).
control_perpetrator(p42,n).
benefit_protagonist(p42,n).
achieve_goal(p42,y).
careful(p42,n).
benefit_victim(p42,0).
severity_harm(p42,1).
goal_outweigh_harm(p42,n).
intervening_contribution(p42,n).
foreseeability(p42,low).
external_force(p42,n).
mental_state(p42,intend).
sufficient_for_harm(p42,y).

guilty(p43).
sufficient_for_harm(p43,n).
produce_harm(p43,y).
plan_known(p43,n).
plan_include_harm(p43,n).
