of a ``simplified theory.''

              ---------------------------------------------

Case 9

  x      y
468  347.0  
413  351.3  
330  356.0  
290  359.0  
267  360.5  
240  362.0  
202  364.2  
173  365.7  
146  366.8  
110  368.0     
 88  369.5 
 65  370.4 
 30  372.5 
  0  373.3 

Source: D. J. Hustings, {\em Comprehension and Data Analysis Questions
in Advanced Physics}, John Murray Press, 1975, p. 80.

Description: Saturation vapor pressure of water vs. Kelvin
temperature.  Actually, $y$ is the height of a mercury column and
pressure is $762-y$.

Reference Relation: $y=k_{1}k_{2}^{1/x}+k_{3}$

              ---------------------------------------------

Case 10

    x      y
577.0  1.621  
546.1  1.625  
496.0  1.631  
491.4  1.632  
434.9  1.642     
407.8  1.650     
404.7  1.652 

Source: D. J. Hustings, {\em Comprehension and Data Analysis Questions
in Advanced Physics}, John Murray Press, 1975, p. 82.

Description: Refractive index vs. wavelength.

Reference Relation: $y=k_{1}/x^{2}+k_{2}$

              ---------------------------------------------

Case 11

    x      y
256.0  467.5  
288.0  369.7  
320.0  299.5  
341.3  263.1  
384.0  208.0  
426.6  168.5     
480.0  133.0 
512.0  117.0 

Source: D. J. Hustings, {\em Comprehension and Data Analysis Questions
in Advanced Physics}, John Murray Press, 1975, p. 84.

Description: Volume of an enclosed quantity of air vs. frequency at
which it resonates.

Reference Relation: $y=k/x^{2}$

Comments: The fit here is so perfect that I question whether this is
really measured data, as the source suggests.

              ---------------------------------------------

Case 12

 x     y
 1  1.16  
 2  1.61  
 3  1.97  
 4  2.27  
 5  2.53  
 6  2.74  
 7  2.96  
 8  3.17  
 9  3.37  
10  3.55  
11  3.69     
12  3.86     
13  4.04 
14  4.18 
15  4.30 
16  4.45 

Source: D. J. Hustings, {\em Comprehension and Data Analysis Questions
in Advanced Physics}, John Murray Press, 1975, p. 88.

Description: Diameter of Newton's rings vs. ordinals.

Reference Relation: $y^{2}=k_{1}x+k_{2}$

Comments: The relation $y=k_{1}x^{.5}+k_{2}$ seems to fit just as
well.

              ---------------------------------------------

Case 13

    x    y
  1.0  217  
  6.2  167  
 12.3  123  
 19.3  105  
 27.2   77  
 37.2   52  
 49.2   36  
 63.3   20     
 79.3   11 
 97.3    5 
115.2    3 

Source: D. J. Hustings, {\em Comprehension and Data Analysis Questions
in Advanced Physics}, John Murray Press, 1975, p. 94.

Description: Temperature of a metal bar in nonstandard units vs.
distance from a heat source.

Reference Relation: $y=k_{1}k_{2}^{x}$

              ---------------------------------------------

Case 14

  x     y
  0  22.9  
 36  20.8  
 72  18.3  
107  13.7  
143  11.6  
179  10.6  
215   8.0  
250   6.8     
286   5.5 
322   5.1 
357   4.2 

Source: D. J. Hustings, {\em Comprehension and Data Analysis Questions
in Advanced Physics}, John Murray Press, 1975, p. 97.

Description: Count of gamma radiation in particles per second vs.
thickness of an absorbing lead shield.

Reference Relation: $y=k_{1}k_{2}^{x}$

              ---------------------------------------------

Case 15

   x    y
0.02   76  
0.02   47  
0.06   97  
0.06  107  
0.11  123  
0.11  139  
0.22  159  
0.22  152  
0.56  191 
0.56  201 
1.10  207 
1.10  200 

Source: Douglas M. Bates and Donald G. Watts, {\em Nonlinear
Regression Analysis and its Applications}, Wiley, 1988, p. 269.

Description: Velocity of an enzymatic reaction vs. substrate
concentration.

Reference Relation: $y=k_{1}x/(k_{2}+x)$

Comments: The reference relation is the Michaelis-Menten equation.

              ---------------------------------------------

Case 16

      x       y
0.02499  0.3841  
0.02500  0.3843  
0.02500  0.3845  
0.04770  0.3827  
0.04974  0.3823  
0.04999  0.3822  
0.07490  0.3811 
0.07500  0.3809 
0.09979  0.3798 

Source: {\em Journal of Chemical and Engineering Data}, Vol. 31,
No. 2, 1986, ``Transference Number Measurements in Aqueous Solutions
at 25$^{\circ}$ C. 2. Sodium Bromide,'' Miguel A. Esteso, Domingo M.
Grandoso and M. Mercedes Lemus, pp. 215--218.

Description: Best transference number vs. concentration.

Reference Relation: $y=k_{1}+k_{2}x^{.5}$

              ---------------------------------------------

Case 17

   x      y
27.0  26.76  
30.0  26.79  
40.0  27.28  
40.0  27.86  
50.0  26.89  
50.5  27.78  
59.6  28.11 
70.0  28.08 
72.0  28.17 

Source: {\em Journal of Chemical and Engineering Data}, Vol. 31,
No. 3, 1986, ``Solubility and Metastable Zone Width of Sodium Chloride
in Water-Diethylene Glycol Mixtures,'' Angelo Chianese, Sergio Di Cave
and Barbara Mazzarotta, pp. 329--332.

Description: Solubility vs. temperature.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 18

  x     y
100  20.0  
100  18.5  
 90  16.1  
 90  15.1  
 80  10.1  
 80  11.5  
 50   8.9  
 50   7.4     
 40   7.2 
 20   6.0 
  0   3.5 

Source: {\em Journal of Chemical and Engineering Data}, Vol. 31,
No. 3, 1986, ``Solubility and Metastable Zone Width of Sodium Chloride
in Water-Diethylene Glycol Mixtures,'' Angelo Chianese, Sergio Di
Cave, and Barbara Mazzarotta, pp. 329--332.

Description: Range of Centigrade degrees vs. a percentage.  See
source for details.

Reference Relation: $y=k_{1}k_{2}^{x}$

Comments: Possible lack of fit or outlier.

              ---------------------------------------------

Case 19

    x      y
 73.8  100.2  
 85.6  116.3  
 94.4  128.6  
 95.3  131.1  
 94.9  131.1  
 62.3   90.0  
 56.7   81.9  
 99.3  142.3  
118.6  163.7  
136.7  189.2  
150.1  205.4  
158.4  219.0  
115.0  167.8 
117.7  161.4 
121.7  162.6 
112.0  156.9 
113.5  155.4 
111.1  151.7 

Source: {\em Journal of Chemical and Engineering Data}, Vol. 32,
No. 2, 1987, ``Thermochemistry of Inorganic Solids. 5.  Empirical
Relations among Enthalpies of Formation of Oxides, Carbonates,
Sulfates, Hydroxides, and Nitrates,'' Mohamed W. M. Hisham and
Sydney W. Benson, pp. 243--247.

Description: See source for details.

Reference Relation: $y=k_{1}x+k_{2}$

Comments: The intercept $k_{2}$ is not significant.

              ---------------------------------------------

Case 20

    x     y
273.0  0.96  
279.5  1.15  
283.0  1.46  
288.0  1.60  
288.0  1.39  
289.0  1.57  
291.0  1.71  
291.5  1.65  
292.5  1.68  
293.0  1.64  
293.0  1.60  
293.0  1.77  
298.0  1.98  
298.0  1.87  
298.0  1.95  
298.0  2.05  
298.0  1.85  
298.0  2.00  
298.0  1.94  
298.0  1.87  
298.0  1.90  
298.0  1.74  
303.0  2.29 
303.0  2.15 
307.7  2.41 
308.0  2.18 
313.0  2.80 
318.2  3.03 
325.0  3.61 
327.9  3.68 
338.0  4.40 
338.0  4.30 
348.1  5.40 

Source: {\em Journal of Chemical and Engineering Data}, Vol. 33,
No. 1, 1988, ``Solubility and Diffusivity of Acid Gases (CO$_{2}$,
N$_{2}$O) in Aqueous Alkanolamine Solutions,'' Geert F. Versteeg and
Wim P. M.  van Swaaij, pp. 29--34.

Description: Diffusivity vs. absolute temperature.

Reference Relation: $y=k_{1}k_{2}^{1/x}$

Comments: For this data, $\log x$ and $\log y$ are just about as well
linearly related as $\log y$ and $1/x$.

              ---------------------------------------------

Case 21

    x       y
 5.67   1.769  
 8.67   3.571  
14.00   7.155 
24.67  16.689 

Source: Pat Langley, Herbert Simon, Gary Bradshaw and Jan \.{Z}ytkow,
{\em Scientific Discovery: Computational Explorations of the Creative
Process}, MIT Press, 1987, p. 85.

Description: Borelli's data: period of orbit vs. radius of orbit for
Jupiter's satellites.

Reference Relation: $y=kx^{1.5}$

Comments: This is an example of data supporting Kepler's third law.
See also Case 2.

              ---------------------------------------------

Case 22

 x     y
 8  0.49  
 8  0.49  
10  0.47  
10  0.47  
10  0.48  
10  0.48  
12  0.46  
12  0.46  
12  0.45  
12  0.43  
14  0.45  
14  0.43  
14  0.43  
16  0.44  
16  0.43  
16  0.43  
18  0.46  
18  0.45  
20  0.42  
20  0.42  
20  0.43  
22  0.41  
22  0.41  
22  0.40  
24  0.42  
24  0.40  
24  0.40  
26  0.41  
26  0.40  
26  0.41     
28  0.41 
28  0.40 
30  0.40 
30  0.40 
30  0.38 
32  0.41 
32  0.40 
34  0.40 
36  0.41 
36  0.38 
38  0.40 
38  0.40 
40  0.39 
42  0.39 

Source: N. R. Draper and H. Smith, {\em Applied Regression Analysis},
Wiley, 1981, p. 476.

Description: Amount of chlorine in a Proctor and Gamble product vs.
number of weeks since manufacture.

Reference Relation: $y=k_{1}k_{2}^{x}+k_{3}$

Comments: A residual plot shows clear lack of fit.  The relation
$y=k_{1}\log x +k_{2}$ fits much better.

              ---------------------------------------------

Case 23

  x      y
 40  490.2  
 80  585.3  
160  673.7  
320  759.2     
640  837.5 

Source: N. R. Draper and H. Smith, {\em Applied Regression Analysis},
Wiley, 1981, p. 519.

Description: Wind speed vs. nominal anemometer heights.

Reference Relation: $y=k_{1}\log (x+k_{2})+k_{3}$

              ---------------------------------------------

Case 24

     x       y
305.15  0.8635  
313.15  0.7502  
321.15  0.7214  
323.15  0.7770  
328.15  0.7057  
372.70  0.4610     
397.70  0.4456 
422.60  0.3421 

Source: {\em Journal of Chemical and Engineering Data}, Vol. 32,
No. 3, 1987, ``Vapor-Liquid Equilibrium Measurements for the
Ethanal-Acetone System at 372.7, 397.7, and 422.6 K,'' Scott W.
Campbell, Richard A. Wilsak and George Thodos, pp. 357--362.

Description: $\beta$ coefficient of a four-suffix Margules equation
vs. absolute temperature.

Reference Relation: $y=k_{1}/x+k_{2}$

Comments: The authors express some reservation about the reference
relation.  The relation $y=kx^{-2.71}$ fits better.

              ---------------------------------------------

Case 25

   x    y
36.0   36  
18.0  144  
 8.5  576 

Source: Duane Roller and Duane H. D. Roller, {\em The Development of
the Concept of Electric Charge: Electricity from the Greeks to
Coulomb}, Harvard University Press, 1954, pp. 76--77.

Description: Force vs. separation, both in degrees (see comments).

Reference Relation: $y=k/x^{2}$

Comments: These are Coulomb's original measurements in support of his
inverse square law relating the separation of two charged spheres and
the force between them.  Both separation and force were measured in
degrees on his new torsion balance.

              ---------------------------------------------

Case 27

      x      y
  1.008  0.200  
 12.000  0.850  
 16.000  1.050  
 27.100  1.495  
 32.070  1.760  
 55.840  2.290  
107.880  3.280     
195.200  4.140     
197.200  4.220 
207.200  4.270 

Source: George Hevesy and Fritz Paneth, {\em A Manual of
Radioactivity}, Oxford University Press, 1926, p. 24 and p. 145.

Description: Stopping power of various elements for $\alpha$ radiation
vs. atomic weight.

Reference Relation: $y=kx^{.5}$

Comments: The reference relation leaves obvious lack of fit.  The
relation $\log (x+23.1)=k_{1}y+k_{2}$ fits better.

              ---------------------------------------------

Case 28

    x          y
2.830  1.825e+12  
3.194  3.650e+07  
3.389  5.767e+05  
3.925  1.360e+02 
4.122  3.810e+00 
4.722  2.118056e-03 

Source: George Hevesy and Fritz Paneth, {\em A Manual of
Radioactivity}, Oxford University Press, 1926, p. 22 for $x$,
pp. 173ff for $y$ and pp. 105--106 for relation.

Description: Half-life of various radioactive substances vs. range of
$\alpha$ particles.

Reference Relation: $\log y=k_{1}\log x +k_{2}$

Comments: One endpoint appears as an outlier in the residual plot.

              ---------------------------------------------

Case 30a

  x      y
  0    166  
  5    116  
 10    466  
 15    850  
 20   1417  
 25   2149  
 30   3118  
 35   4250  
 40   5466  
 45   6800  
 50   8433  
 55  10500  
 60  12134  
 65  14250  
 70  17134 
 75  19901 
 80  21933 
 85  24250 
 90  27299 
 95  31834 
100  34117 

Source: Generated.

Description: Amount of time $y$ for a Lisp program to calculate 1+2
$x^{2}$ times.  The program is implemented as a nest of two loops
iterating $x$ times each.

Reference Relation: $y=kx^{2}$

Comments: Residual plot shows lack of fit which is even clearer in a
plot of $x^{2}/y$ vs. $x$.  This is also a good example of pronounced
heteroscedasticity.

              ---------------------------------------------

Case 30b

  x      y
 50   8701  
 52   9083  
 54   9850  
 56  10666  
 58  11283  
 60  12051  
 62  13033  
 64  13717  
 66  14884  
 68  15634  
 70  16900  
 72  17500  
 74  18450  
 76  19832  
 78  20316  
 80  21651  
 82  22583  
 84  24766     
 86  26466 
 88  28900 
 90  27766 
 92  29001 
 94  34048 
 96  31967 
 98  33617 
100  34183 

Source: Generated.

Description: Amount of time $y$ for a Lisp program to calculate 1+2
$x^{2}$ times.  The program is implemented as a nest of two loops
iterating $x$ times each.

Reference Relation: $y=kx^{2}$

Comments: The $x$ range was chosen here to make the relationship look
more or less linear.  Residuals from the reference relation show
definite curvature along with serious heteroscedasticity.  Removing
points 19, 20 and 23 eliminates the lack of fit.  Note though that the
intercept in a regression of $y$ on $x^{2}$ is significant.  The
relation $y=k_{1}x^{2}+k_{2}$ may be more accurate.

              ---------------------------------------------

Case 31

  x    y
  0   16  
  5   50  
 10  101  
 15   67  
 20  101  
 25  133  
 30  167  
 35  183  
 40  200  
 45  233  
 50  217  
 55  232  
 60  266  
 65  300  
 70  317 
 75  317 
 80  317 
 85  400 
 90  367 
 95  367 
100  450 

Source: Generated.

Description: Amount of time $y$ taken to compute $x$! using a
recursive Lisp function.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 35

    x     y
10.75  4.00  
10.25  2.94  
 9.75  2.06  
 9.25  1.88  
 8.75  1.50  
 8.25  1.06   
 7.75  0.81 
 7.25  0.63 

Source: Columbia University student laboratory report, Physics 1007,
Experiment 1, Summer 1989.

Description: ``This experiment applies a potential to conducting paper
in order to map the two-dimensional section corresponding to the plane
of the paper of the resulting electric field''

Reference Relation: $y=k_{1}k_{2}^{x}$

Comments: I was unable to determine the definition of the variables
from the written report.

              ---------------------------------------------

Case 36

   x    y
 0.5  9.0  
 1.0  8.1  
 2.0  6.7  
 3.0  5.7  
 5.0  4.0     
 7.0  2.8     
10.0  1.2 

Source: Columbia University student laboratory report, Physics 1007,
Experiment 1, Summer 1989.

Description: See Case 35.

Reference Relation: $y=k_{1}k_{2}^{x}$

              ---------------------------------------------

Case 37a

25   4.3  
20   6.7  
15  10.0  
10  14.4     
 5  22.2 

Source: Columbia University student laboratory report, Physics 1004,
Summer 1989.

Description: Time in seconds vs. current in microamps measured while
charging a capacitor of 20.6 microfarads.

Reference Relation: $y=k_{1}\log x +k_{2}$

              ---------------------------------------------

Case 37b

25   4.2  
20   6.6  
15   9.8  
10  14.3     
 5  22.3 

Source: Columbia University student laboratory report, Physics 1004,
Summer 1989.

Description: Time in seconds vs. current in microamps measured while
discharging a capacitor of 20.6 microfarads.

Reference Relation: $y=k_{1}\log x +k_{2}$

              ---------------------------------------------

Case 38

 x      y
15   8.93  
30  14.20  
45  18.25  
60  21.54  
75  24.68 
90  26.86 

Source: Michael Kopcha, {\em Development and In-Vitro Characterization
of Sustained-Release Acetaminophen Tablets}, Masters thesis in
pharmaceutical sciences, Rutgers University, 1986, pp. 6, 30, 45, 63
and 64.

Description: Average percent acetaminophen released in artificial
gastric fluid at 37$^{\circ}$ Centrigrade from 5\% castor wax vs.
time.

Reference Relation: $y=k_{1}x^{.5}+k_{2}$

Comments: The reference relation leaves one very bad endpoint outlier.
If this is removed, a second endpoint outlier emerges, leaving only
four points which themselves show lack of fit.

              ---------------------------------------------

Case 39

    x     y
0.280   8.6  
0.260  13.4  
0.235  19.3  
0.140  42.3     
0.080  61.1 

Source: Kenneth Joseph Martchek, {\em A Continuous Enzymatic Process
for the Disruption of Viable Yeast Cells}, Masters thesis in chemical
and biochemical engineering, Rutgers University, 1975, pp. 61--63.

Description: Residence time vs. cell density for a kinetic model.

Reference Relation: $y=k_{1}\log x +k_{2}$

Comments: The reference relation shows very strong lack of fit.  The
relation $y=k_{1}x^{.62}+k_{2}$ fits much better.

              ---------------------------------------------

Case 40

    x      y
0.238  127.7  
0.317  108.1  
0.635   86.3  
0.794   85.5  
0.952   78.1  
1.111   79.4  
1.270   77.0     
1.587   75.1     
1.905   70.7 
2.540   62.4 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
Chemistry and Technology}, McGraw-Hill, 1926, Vol. II, p. 306.

Description: Maximum voltage gradient at the surface of an electrode
in kilovolts/cm vs. radius of the inner of a pair of concentric
cylinders in cm (outer is 3.81 cm) in a sparkover measurement
experiment.

Reference Relation: $y=36+43.2/x^{.5}$

Comments: The relation $y=k_{1}\log (x+k_{2}) +k_{3}$ fits much
better.

              ---------------------------------------------

Case 41a

    x          y
0.433  0.4936908  
0.459  0.7494510  
0.624  0.8937235  
0.683  0.9359681  
0.720  1.2425988  
0.628  1.0951607  
0.571  0.3960747  
0.778  0.9280616  
0.735  0.5461082  
0.724  0.7091810  
0.632  0.9998828  
0.644  0.7111177  
0.658  1.0268253  
0.633  1.1104652  
0.680  1.2465279 
0.696  1.0691945 
0.674  1.0348193 
0.588  0.6633147 
0.675  1.1581480 
0.610  1.0307151 
0.888  0.8383056 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
Chemistry and Technology}, McGraw-Hill, 1926, Vol. II, pp. 8--9.

Description: Height in meters of drop causing complete failure vs.
air dry density in gm/cm$^{3}$ for woods of the fagaceae family
(mostly oaks).

Reference Relation: $y=2.4x^{1.75}$

Comments: This is only part of the data given in the source.  Also,
the source tabulates the difference between $y$ and the reference
relationship; I converted back to the presumed original data.

              ---------------------------------------------

Case 41b

    x          y
0.433  0.5503492  
0.459  0.4918304  
0.624  0.8799896  
0.683  0.9262730  
0.720  1.0274475  
0.628  0.8927326  
0.571  1.0440644  
0.778  1.6122818  
0.735  1.4675963  
0.724  1.5132149  
0.632  0.9404074  
0.644  1.0658436  
0.658  0.7373163  
0.633  0.8855020  
0.680  1.1087858 
0.696  1.0096862 
0.674  0.9661284 
0.588  0.7599890 
0.675  1.2520856 
0.610  0.8147480 
0.888  2.4704836 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
Chemistry and Technology}, McGraw-Hill, 1926, Vol. II, pp. 8--9.

Description: Compression perpendicular to grain in kg/mm$^{2}$ vs.
air dry density in g/cm$^{3}$ for woods of the fagaceae family (mostly
oaks).

Reference Relation: $y=3.26x^{2.25}$

Comments: This is only part of the data given in the source.  Also,
the source tabulates the difference between $y$ and the reference
relationship; I converted back to the presumed original data.

              ---------------------------------------------

Case 41c

    x          y
0.433  0.7719658  
0.459  0.8135618  
0.624  1.3050873  
0.683  1.3508432  
0.720  1.2515192  
0.628  1.2410879  
0.571  1.0137618  
0.778  1.5409945  
0.735  1.0877890  
0.724  1.2898685  
0.632  1.2384672  
0.644  1.1398569  
0.658  0.9209443  
0.633  1.3537279  
0.680  1.4393898 
0.696  0.9173348 
0.674  1.5455487 
0.588  0.7544293 
0.675  1.2631812 
0.610  1.3164609 
0.888  1.7988586 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
Chemistry and Technology}, McGraw-Hill, 1926, Vol. II, pp. 8--9.

Description: Radial shear in kg/mm$^{2}$ vs. air dry density in
gm/cm$^{3}$ for woods of the fagaceae family (mostly oaks).

Reference Relation: $y=2.22x^{1.25}$

Comments: This is only part of the data given in the source.  Also,
the source tabulates the difference between $y$ and the reference
relationship; I converted back to the presumed original data.

              ---------------------------------------------

Case 41d

    x          y
0.433  0.3021010  
0.624  0.6478049  
0.683  0.3422163  
0.720  0.4482086  
0.628  0.4753116  
0.571  0.4570117  
0.778  0.8404974  
0.724  0.2884016  
0.632  0.4761534  
0.644  0.3151164  
0.633  0.5668948  
0.680  0.5148824  
0.674  0.4106201 
0.588  0.3034595 
0.675  0.3819960 
0.610  0.5020745 
0.888  0.5991357 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
Chemistry and Technology}, McGraw-Hill, 1926, Vol. II, pp. 8--9.

Description: Radial tension perpendicular to grain in kg/mm$^{2}$ vs.
air dry density in gm/cm$^{3}$ for woods of the fagaceae family
(mostly oaks).

Reference Relation: $y=1.31x^{2}$

Comments: This is only part of the data given in the source.  Also,
the source tabulates the difference between $y$ and the reference
relationship; I converted back to the presumed original data.

              ---------------------------------------------

Case 42

   x          y
0.72   6.673389  
0.70   5.595745  
0.67   5.184289  
0.59   4.504256  
0.51   5.312361  
0.72   5.039090  
0.66   6.502494  
0.54   5.062712  
0.64   4.256669  
0.50   3.165322  
0.50   4.176466  
0.77   6.273778  
0.63   7.367731  
0.70   5.529913  
0.68   7.502639  
0.86  10.113483  
0.70   7.044056  
0.71   7.365870  
0.72   9.056742  
0.70   5.859075  
0.75   8.867814  
0.60   4.814881  
0.60   5.416741  
0.75   5.363597  
0.60   4.431879  
0.77   6.642824  
0.66   6.625183  
0.62   5.861768  
0.69   6.858769  
0.85   7.645606  
1.16   8.931053  
0.73   5.192423  
0.80   8.345514  
0.75   6.364802  
0.82   8.118918  
0.85   7.978024  
0.84   5.735279  
0.83  10.176200  
0.44   3.921913  
0.96  11.059734  
0.60   6.182745  
0.48   4.604723  
0.54   4.821630  
0.40   4.238029  
0.71   5.156109  
0.55   3.499572  
0.55   3.450282  
0.69   4.788197  
0.96   6.443497  
0.55   4.238918  
0.74   6.685333  
0.75   7.652065  
0.51   4.411961  
0.60   4.705452  
0.58   3.204533  
0.67   6.246132  
0.67   5.996286  
0.71   9.977406  
0.70   7.241553  
0.62   5.235754  
0.66   8.404167  
0.48   4.395418  
0.41   3.326084  
0.40   3.363515  
0.37   2.971223  
0.48   4.981473  
0.46   4.972111  
0.43   3.448350  
0.35   2.922828  
0.40   4.338934  
0.36   3.882895  
0.67   4.996905  
0.58   5.095733     
0.69   4.788197     
0.42   3.673311 
0.47   5.755167 
0.43   3.888565 
0.52   6.220985 
0.51   3.151401 
0.53   4.714682 
0.50   4.528169 
0.50   4.176466 
0.47   4.285763 
0.37   2.909960 
0.50   4.791946 
0.53   5.657619 
0.60   4.596023 
0.90   8.455436 
0.67   5.683980 
0.75   7.222978 
0.48   4.353557 
0.38   2.783200 
0.48   4.646584 
0.31   2.947830 
0.58   5.043200 
0.60   6.237459 
0.55   4.781106 
0.58   6.724267 
0.56   5.389280 
0.51   3.871721 
0.45   2.905612 
0.64   5.616438 
0.68   5.913097 
0.60   4.213021 
0.62   4.609740 
0.60   3.556446 
0.57   5.402074 
0.61   4.855528 
0.70   9.348186 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
Chemistry and Technology}, McGraw-Hill, 1926, Vol. II, p. 37.

Description: Modulus of rupture for static bending in kg/mm$^{2}$ vs.
air dry density in gm/cm$^{3}$ for all tabulated woods of Japan and
East Asia.

Reference Relation: $y=10.1x^{1.2}$

Comments: The source tabulates the difference between $y$ and the
reference relationship; I converted back to the presumed original
data.

              ---------------------------------------------

Case 43a

    x     y
 0.05   1.4  
 0.10   2.8  
 0.20   5.6  
 0.50  11.7  
 1.00  20.1  
 2.00  33.5     
 5.00  61.0 
10.00  88.0 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
Chemistry and Technology}, McGraw-Hill, 1926, Vol. II, p. 315.

Description: Thermal conductivity in hectoergs per cm$^{2}$ per sec
per (degrees Centigrade per cm) vs. air pressure in mm of mercury for
quartz powder of average grain diameter .26 mm.

Reference Relation: $y=k_{1}\log (x+k_{2}) +k_{3}$

              ---------------------------------------------

Case 43b

    x     y
 0.05   0.6  
 0.10   1.1  
 0.20   2.1  
 0.50   4.8  
 1.00   8.8  
 2.00  15.1  
 5.00  29.7 
10.00  48.1 
20.00  71.0 

Source: National Research Council of the United States of America,
{\em International Critical Tables of Numerical Data: Physics,
