===== Instance number 1: =====
1 1   4 4      0      27.50       6.00 ao   1500
1 1   5 4      0      25.00       5.00 aa   1500
1 1   6 4      0       2.10       0.70 vo   1500
1 1   7 4      0       2.00       0.60 va   1500
1 1   8 2      0       7.00       5.00 ao   1500
1 1   9 2      0      75.00      34.00 aa   1500
1 1  10 2      0       0.90       0.70 vo   1500
1 1  11 2      0       5.00       2.70 va   1500
1 1  12 1      0       5.00       4.00 ao   1500
1 1  13 1      0      80.00      40.00 av   1500
1 1  14 1      0       0.60       0.60 vo   1500
1 1  15 1      0       5.40       2.70 vv   1500
1 1  16 4  22000       0.30       0.00 io   1500
1 1  17 2   1500       4.80       2.40 ia   1500
1 1  18 2   3000       1.20       0.00 ia   1500
1 1  19 3   1500       3.00       0.00 io   1500
1 1  20 3   1500       1.50       0.00 ia   1500
1 1  21 1   1500       5.00       2.70 iv   1500
1 1  22 3  31000       0.95       0.00 io   1500
1 1  23 3  31000       0.35       0.00 ia   1500
1 1  24 1   3000       1.00       0.00 iv   1500
1 1  25 4   1500       1.90       0.00 io   1500
1 1  26 4   1500       1.70       0.00 ia   1500
1 1  27 1   1500       5.00       0.00 ma   1500
===== Instance number 4: =====
1 1   0 3      0      38.00       0.00 ao   1500
1 1   1 3      0      20.00       0.00 av   1500
1 1   2 3      0       3.40       0.00 vo   1500
1 1   3 3      0       2.00       0.00 vv   1500
1 1   4 4      0      24.00       0.00 ao   1500
1 1   5 4      0      14.00       0.00 aa   1500
1 1   6 4      0       2.20       0.00 vo   1500
1 1   7 4      0       1.70       0.00 va   1500
1 1   8 1      0      34.00       0.00 ao   1500
1 1   9 1      0      55.00       0.00 av   1500
1 1  10 1      0       6.70       0.00 vo   1500
1 1  11 1      0       5.70       0.00 vv   1500
1 1  12 2      0      57.50       0.00 ao   1500
1 1  13 2      0      65.00       0.00 aa   1500
1 1  14 2      0       8.20       0.00 vo   1500
1 1  15 2      0       6.30       0.00 va   1500
1 1  16 3   1500       2.50       0.00 io   1500
1 1  17 3   1500       1.50       0.00 iv   1500
1 1  18 1   3000       1.00       0.00 io   1500
1 1  19 1   3000       2.75       0.00 iv   1500
1 1  20 3   3000       1.00       0.00 io   1500
1 1  21 3   3000       0.40       0.00 iv   1500
1 1  22 3   4500       1.60       0.00 io   1500
1 1  23 3   4500       0.40       0.00 iv   1500
1 1  24 3   7500       0.45       0.00 io   1500
1 1  25 3  33000       0.50       0.00 io   1500
1 1  26 3  29000       0.45       0.00 iv   1500
1 1  27 4   1500       1.50       0.00 io   1500
1 1  28 4   1500       0.90       0.00 ia   1500
1 1  29 4   3000       0.90       0.00 io   1500
1 1  30 4   3000       1.00       0.00 ia   1500
1 1  31 4   4500       0.90       0.00 io   1500
1 1  32 4  23000       0.55       0.00 ia   1500
1 1  33 1   4500       5.20       0.00 io   1500
1 1  34 1   4500       0.90       0.00 iv   1500
1 1  35 2   1500       3.40       0.00 io   1500
1 1  36 2   1500       4.40       0.00 ia   1500
1 1  37 2   3000       2.10       0.00 io   1500
1 1  38 2   3000       2.65       0.00 ia   1500
1 1  39 2   4500       6.75       0.00 io   1500
1 1  40 1   1500       1.50       0.00 io   1500
1 1  41 1   1500       3.50       0.00 iv   1500
1 1  42 2  10500       0.45       0.00 io   1500
1 1  43 2   4500       6.75       0.00 ma   1500
===== Instance number 5: =====
1 1   0 2      0     120.00       9.50 ao   1000
1 1   1 2      0     100.00      11.00 av   1000
1 1   2 2      0      42.00       5.50 aa   1000
1 1   3 2      0       7.50       1.00 vo   1000
1 1   4 2      0       5.80       0.65 vv   1000
1 1   5 2      0       2.50       0.55 va   1000
1 1   6 1      0      17.50       3.00 ao   1000
1 1   7 1      0      28.00       4.50 av   1000
1 1   8 1      0       4.60       0.70 vo   1000
1 1   9 1      0       3.40       0.75 vv   1000
1 1  10 3      0      50.00       0.00 ao   1000
1 1  11 3      0      60.00       0.00 av   1000
1 1  12 3      0       3.00       0.00 vo   1000
1 1  13 3      0       3.00       0.00 vv   1000
1 1  14 1   4800       3.60       0.00 io   1000
1 1  15 1   4800       1.20       0.00 iv   1000
1 1  16 2  13000       0.45       0.00 iv   1000
1 1  17 2  30000       0.55       0.00 iv   1000
1 1  18 3   1000       2.40       0.00 io   1000
1 1  19 3   1000       2.70       0.00 iv   1000
1 1  20 3   2000       0.50       0.00 iv   1000
1 1  21 1   6000       1.10       0.00 io   1000
1 1  22 1   7000       1.20       0.00 iv   1000
1 1  23 1   1000       1.20       0.00 iv   1000
1 1  24 1   8000       0.90       0.00 io   1000
1 1  25 3  12000       0.40       0.00 io   1000
1 1  26 1  11000       0.50       0.00 io   1000
1 1  27 1  12500       0.65       0.00 iv   1000
1 1  28 1  24000       0.35       0.00 io   1000
1 1  29 1  24000       0.35       0.00 iv   1000
1 1  30 2   1000       4.80       0.50 io   1000
1 1  31 2   1000       4.00       0.50 iv   1000
1 1  32 2   1000       2.00       0.00 ia   1000
1 1  33 2   2000       1.30       0.00 io   1000
1 1  34 2   2000       1.00       0.00 iv   1000
1 1  35 2   4800       3.60       0.00 io   1000
1 1  36 2   6000       1.55       0.00 io   1000
1 1  37 2   6000       1.05       0.30 iv   1000
1 1  38 2   7000       1.35       0.00 iv   1000
1 1  39 2   8000       0.50       0.00 ia   1000
1 1  40 2   9000       1.25       0.00 io   1000
1 1  41 2   1000       4.80       0.00 ma   1000
===== Instance number 6: =====
1 1   0 1      0      10.00       0.00 ao   1500
1 1   1 1      0      14.50       0.00 av   1500
1 1   2 1      0       0.90       0.00 vo   1500
1 1   3 1      0       1.20       0.00 vv   1500
1 1   4 2      0      14.50       0.00 ao   1500
1 1   5 2      0      54.00       0.00 av   1500
1 1   6 2      0      38.00       0.00 aa   1500
1 1   7 2      0       1.30       0.00 vo   1500
1 1   8 2      0       4.20       0.00 vv   1500
1 1   9 2      0       3.40       0.00 va   1500
1 1  10 3      0      15.00       0.00 ao   1500
1 1  11 3      0      45.00       0.00 av   1500
1 1  12 3      0       3.30       0.00 vo   1500
1 1  13 4      0      10.00       0.00 ao   1500
1 1  14 4      0      15.50       0.00 aa   1500
1 1  15 4      0       3.10       0.00 vo   1500
1 1  16 4      0       1.90       0.00 va   1500
1 1  17 2   1500       1.10       0.00 io   1500
1 1  18 2   1500       4.00       0.00 iv   1500
1 1  19 2   1500       2.50       0.00 ia   1500
1 1  20 2   3000       1.00       0.00 iv   1500
1 1  21 2   3000       0.60       0.00 ia   1500
1 1  22 1   1500       0.80       0.00 iv   1500
1 1  23 2  24000       0.40       0.00 io   1500
1 1  24 4  31000       1.15       0.00 io   1500
1 1  25 2  30000       0.45       0.00 iv   1500
1 1  26 2  30000       1.15       0.00 ia   1500
1 1  27 3   1500       1.10       0.00 io   1500
1 1  28 3   1500       2.80       0.00 iv   1500
1 1  29 3   7500       1.65       0.00 iv   1500
1 1  30 3  15000       1.25       0.00 io   1500
1 1  31 3  15000       0.50       0.00 iv   1500
1 1  32 3  30000       1.60       0.00 io   1500
1 1  33 3  32000       0.95       0.00 iv   1500
1 1  34 4   1500       0.50       0.00 io   1500
1 1  35 4   1500       1.20       0.00 ia   1500
1 1  36 4   7500       1.35       0.00 ia   1500
1 1  37 4  15000       1.05       0.00 io   1500
1 1  38 4  15000       0.60       0.00 ia   1500
1 1  39 2   1500       4.00       0.00 ma   1500
===== Instance number 7: =====
1 1   0 3      0      38.00       0.00 ao   3000
1 1   1 3      0      42.00       0.00 av   3000
1 1   2 3      0       7.60       0.00 vo   3000
1 1   3 3      0       7.40       0.00 vv   3000
1 1   4 4      0      20.00       0.00 ao   3000
1 1   5 4      0       7.00       0.00 aa   3000
1 1   6 4      0       4.00       0.00 vo   3000
1 1   7 4      0       2.70       0.00 va   3000
1 1   8 2      0      11.00       0.00 ao   3000
1 1   9 2      0       6.50       0.00 av   3000
1 1  10 2      0       2.70       0.00 vo   3000
1 1  11 2      0       1.40       0.00 vv   3000
1 1  12 1      0      10.00       0.00 ao   3000
1 1  13 1      0       9.50       0.00 aa   3000
1 1  14 1      0       2.75       0.00 vo   3000
1 1  15 1      0       2.80       0.00 va   3000
1 1  16 1   6000       2.05       0.00 io   3000
1 1  17 1   6000       0.40       0.00 ia   3000
1 1  18 3  21000       1.00       0.00 io   3000
1 1  19 3  30000       0.90       0.00 iv   3000
1 1  20 3  41000       0.65       0.00 iv   3000
1 1  21 4   3000       3.00       0.00 io   3000
1 1  22 4   3000       0.80       0.00 ia   3000
1 1  23 4   6000       0.65       0.00 io   3000
1 1  24 4   6000       0.60       0.00 ia   3000
1 1  25 4   9000       0.60       0.00 io   3000
1 1  26 4   9000       1.30       0.00 ia   3000
1 1  27 4  12000       0.80       0.00 io   3000
1 1  28 4  15000       0.90       0.00 io   3000
1 1  29 4  15000       0.50       0.00 ia   3000
1 1  30 1   9000       0.50       0.00 io   3000
1 1  31 1   9000       0.35       0.00 ia   3000
1 1  32 1  12000       0.65       0.00 io   3000
1 1  33 1  15000       1.00       0.00 io   3000
1 1  34 1  15000       1.80       0.00 ia   3000
1 1  35 1  38000       0.55       0.00 ia   3000
1 1  36 2   3000       0.40       0.00 io   3000
1 1  37 2   6000       2.25       0.00 io   3000
1 1  38 2  15000       0.60       0.00 io   3000
1 1  39 2  21000       0.45       0.00 io   3000
1 1  40 1   3000       1.40       0.00 ia   3000
1 1  41 3   3000       5.40       0.00 io   3000
1 1  42 3   3000       5.80       0.00 iv   3000
1 1  43 4  48000       0.80       0.00 ia   3000
1 1  44 3   6000       2.80       0.00 io   3000
1 1  45 3   6000       0.60       0.00 iv   3000
1 1  46 3   9000       0.85       0.00 io   3000
1 1  47 3   9000       2.10       0.00 iv   3000
1 1  48 3  12000       1.10       0.00 io   3000
1 1  49 3  12000       0.90       0.00 iv   3000
1 1  50 3  15000       1.70       0.00 io   3000
1 1  51 3  15000       1.20       0.00 iv   3000
1 1  52 3   3000       5.80       0.00 ma   3000
===== Instance number 9: =====
1 1   0 1      0       9.00       0.00 ao   1500
1 1   1 1      0      17.00       0.00 av   1500
1 1   2 1      0       1.50       0.00 vo   1500
1 1   3 1      0       1.40       0.00 vv   1500
1 1   4 3      0      86.00       0.00 ao   1500
1 1   5 3      0      42.00       0.00 av   1500
1 1   6 3      0      12.00       0.00 aa   1500
1 1   7 3      0       7.20       0.00 vo   1500
1 1   8 3      0       3.80       0.00 vv   1500
1 1   9 3      0       2.80       0.00 va   1500
1 1  10 2      0      32.00       0.00 ao   1500
1 1  11 2      0      36.00       0.00 av   1500
1 1  12 2      0      22.00       0.00 aa   1500
1 1  13 2      0       3.40       0.00 vo   1500
1 1  14 2      0       3.40       0.00 vv   1500
1 1  15 2      0       1.90       0.00 va   1500
1 1  16 4      0      40.00       0.00 ao   1500
1 1  17 4      0      20.00       0.00 av   1500
1 1  18 4      0      21.00       0.00 aa   1500
1 1  19 4      0       4.20       0.00 vo   1500
1 1  20 4      0       2.35       0.00 vv   1500
1 1  21 4      0       4.80       0.00 va   1500
1 1  22 3  30000       1.00       0.00 iv   1500
1 1  23 3  30000       1.15       0.00 ia   1500
1 1  24 4   3000       0.80       0.00 io   1500
1 1  25 4   1500       2.80       0.00 io   1500
1 1  26 4   1500       1.00       0.00 iv   1500
1 1  27 4   1500       1.50       0.00 ia   1500
1 1  28 3   4500       2.25       0.00 io   1500
1 1  29 3   4500       0.65       0.00 iv   1500
1 1  30 3   7500       1.00       0.00 ia   1500
1 1  31 3   9000       1.95       0.00 io   1500
1 1  32 3   9000       0.70       0.00 iv   1500
1 1  33 3  10500       1.10       0.00 io   1500
1 1  34 3  32000       1.35       0.00 io   1500
1 1  35 2   4500       0.65       0.00 io   1500
1 1  36 2   4500       0.30       0.00 iv   1500
1 1  37 2   4500       0.30       0.00 ia   1500
1 1  38 2   6000       0.50       0.00 io   1500
1 1  39 2   6000       0.85       0.00 iv   1500
1 1  40 2   6000       0.70       0.00 ia   1500
1 1  41 2   9000       0.75       0.00 io   1500
1 1  42 2   9000       0.45       0.00 iv   1500
1 1  43 2   9000       0.40       0.00 ia   1500
1 1  44 2  12000       0.85       0.00 io   1500
1 1  45 3   1500       6.00       0.00 io   1500
1 1  46 3   1500       2.90       0.00 iv   1500
1 1  47 3   1500       0.60       0.00 ia   1500
1 1  48 2   1500       2.40       0.00 io   1500
1 1  49 2   1500       2.60       0.00 iv   1500
1 1  50 2   1500       1.50       0.00 ia   1500
1 1  51 3   3000       1.90       0.00 io   1500
1 1  52 3   3000       0.70       0.00 iv   1500
1 1  53 2   3000       0.90       0.00 io   1500
1 1  54 2   3000       0.70       0.00 iv   1500
1 1  55 2   3000       0.40       0.00 ia   1500
1 1  56 4  33000       1.50       0.00 ia   1500
1 1  57 4  32000       0.40       0.00 io   1500
1 1  58 4  32000       1.10       0.00 iv   1500
1 1  59 4  10500       0.90       0.00 io   1500
1 1  60 4   9000       0.90       0.00 io   1500
1 1  61 4   9000       0.55       0.00 ia   1500
1 1  62 4   7500       1.10       0.00 ia   1500
1 1  63 4   4500       1.50       0.00 io   1500
1 1  64 4   4500       0.90       0.00 iv   1500
1 1  65 4   4500       1.10       0.00 ia   1500
1 1  66 3   1500       6.00       0.00 ma   1500
===== Instance number 10: =====
1 4   0 1      0      15.00       0.00 ao   3000
1 4   1 1      0      80.00       0.00 av   3000
1 4   2 1      0       3.00       0.00 vo   3000
1 4   3 1      0      13.00       0.00 vv   3000
1 4   4 3      0      28.50       0.00 ao   3000
1 4   5 3      0      32.00       0.00 av   3000
1 4   6 3      0      13.50       0.00 aa   3000
1 4   7 3      0       6.80       0.00 vo   3000
1 4   8 3      0       6.50       0.00 vv   3000
1 4   9 3      0       2.80       0.00 va   3000
1 4  10 4      0      11.50       0.00 ao   3000
1 4  11 4      0       5.00       0.00 aa   3000
1 4  12 4      0       2.60       0.00 vo   3000
1 4  13 4      0       1.90       0.00 va   3000
1 4  14 2      0      15.00       0.00 ao   3000
1 4  15 2      0      22.50       0.00 av   3000
1 4  16 2      0      94.00       0.00 aa   3000
1 4  17 2      0       4.80       0.00 vo   3000
1 4  18 2      0       7.50       0.00 vv   3000
1 4  19 2      0      16.00       0.00 va   3000
1 4  20 3  28000       0.75       0.00 iv   3000
1 4  21 2  28000       2.90       0.00 io   3000
1 4  22 2  28000       1.50       0.00 iv   3000
1 4  23 2  28000       1.40       0.00 ia   3000
1 4  24 2  37000       5.50       0.00 iv   3000
1 4  25 3   3000       4.20       0.00 io   3000
1 4  26 3   3000       4.40       0.00 iv   3000
1 4  27 3   3000       2.15       0.00 ia   3000
1 4  28 3   6000       1.10       0.00 io   3000
1 4  29 3   9000       1.10       0.00 io   3000
1 4  30 3   9000       1.35       0.00 iv   3000
1 4  31 3   9000       0.65       0.00 ia   3000
1 4  32 1   3000       0.55       0.00 io   3000
1 4  33 1   3000      11.00       0.00 iv   3000
1 4  34 3  18000       0.65       0.00 io   3000
1 4  35 4  37000       1.15       0.00 io   3000
1 4  36 4  37000       0.35       0.00 ia   3000
1 4  37 3  37000       4.50       0.00 io   3000
1 4  38 3  37000       1.45       0.00 iv   3000
1 4  39 3  38000       2.40       0.00 ia   3000
1 4  40 4   9000       0.55       0.00 io   3000
1 4  41 4   9000       1.10       0.00 ia   3000
1 4  42 4   6000       0.50       0.00 io   3000
1 4  43 4   3000       1.90       0.00 io   3000
1 4  44 4   3000       0.35       0.00 ia   3000
1 4  45 1   6000       0.90       0.00 io   3000
1 4  46 1   9000       1.10       0.00 io   3000
1 4  47 1   9000       2.50       0.00 iv   3000
1 4  48 1  18000       1.15       0.00 iv   3000
1 4  49 1  28000       2.00       0.00 iv   3000
1 4  50 1  33000       2.15       0.00 io   3000
1 4  51 1  36000       1.50       0.00 iv   3000
1 4  52 2   3000       1.40       0.00 io   3000
1 4  53 2   3000       3.30       0.00 iv   3000
1 4  54 2   3000      14.00       0.00 ia   3000
1 4  55 2   6000       1.10       0.00 io   3000
1 4  56 2   9000       0.60       0.00 io   3000
1 4  57 2   9000       2.30       0.00 ia   3000
1 4  58 2  18000       2.00       0.00 io   3000
1 4  59 2  18000       1.10       0.00 iv   3000
1 4  60 2  18000       1.00       0.00 ia   3000
1 4  61 2   3000      14.00       0.00 ma   3000
===== Instance number 11: =====
1 5   0 4      0      82.00       0.00 ao   3000
1 5   1 4      0      57.00       0.00 aa   3000
1 5   2 4      0      14.00       0.00 vo   3000
1 5   3 4      0       9.00       0.00 va   3000
1 5   4 3      0      72.00       0.00 ao   3000
1 5   5 3      0      40.00       0.00 av   3000
1 5   6 3      0      21.50       0.00 aa   3000
1 5   7 3      0      14.50       0.00 vo   3000
1 5   8 3      0      12.00       0.00 vv   3000
1 5   9 3      0       3.50       0.00 va   3000
1 5  10 1      0      26.50       0.00 ao   3000
1 5  11 1      0       9.00       0.00 av   3000
1 5  12 1      0       5.70       0.00 vo   3000
1 5  13 1      0       2.70       0.00 vv   3000
1 5  14 2      0      24.50       0.00 ao   3000
1 5  15 2      0      26.00       0.00 av   3000
1 5  16 2      0       9.50       0.00 aa   3000
1 5  17 2      0       5.20       0.00 vo   3000
1 5  18 2      0       4.70       0.00 vv   3000
1 5  19 2      0       2.50       0.00 va   3000
1 5  20 2  12000       0.70       0.00 io   3000
1 5  21 2  12000       0.35       0.00 iv   3000
1 5  22 3   6000       2.80       0.00 io   3000
1 5  23 3   6000      12.00       0.00 iv   3000
1 5  24 3   6000       1.10       0.00 ia   3000
1 5  25 3   9000       0.80       0.00 io   3000
1 5  26 3   9000       1.30       0.00 iv   3000
1 5  27 3  15000       0.60       0.00 io   3000
1 5  28 3  18000       2.50       0.00 iv   3000
1 5  29 3  18000       0.50       0.00 ia   3000
1 5  30 3  22000       2.10       0.00 iv   3000
1 5  31 4  21000       0.90       0.00 io   3000
1 5  32 4  21000       1.75       0.00 ia   3000
1 5  33 4   9000       0.65       0.00 io   3000
1 5  34 4   9000       0.60       0.00 ia   3000
1 5  35 4   6000       2.50       0.00 ia   3000
1 5  36 4   3000      12.00       0.00 io   3000
1 5  37 4   3000       8.00       0.00 ia   3000
1 5  38 3  36000       1.25       0.00 ia   3000
1 5  39 3  30000       3.50       0.00 io   3000
1 5  40 2   9000       0.50       0.00 io   3000
1 5  41 2   9000       0.60       0.00 iv   3000
1 5  42 2   6000       3.80       0.00 io   3000
1 5  43 2   6000       1.20       0.00 iv   3000
1 5  44 2   6000       0.70       0.00 ia   3000
1 5  45 2   3000       3.80       0.00 io   3000
1 5  46 2   3000       3.80       0.00 iv   3000
1 5  47 2   3000       1.40       0.00 ia   3000
1 5  48 1  24000       0.50       0.00 io   3000
1 5  49 1  24000       0.90       0.00 iv   3000
1 5  50 1  18000       0.55       0.00 iv   3000
1 5  51 1  12000       0.35       0.00 io   3000
1 5  52 1  12000       0.45       0.00 iv   3000
1 5  53 1   9000       0.40       0.00 io   3000
1 5  54 1   9000       0.40       0.00 iv   3000
1 5  55 1   6000       3.00       0.00 io   3000
1 5  56 1   6000       2.15       0.00 iv   3000
1 5  57 1   3000       3.20       0.00 io   3000
1 5  58 1   3000       0.65       0.00 iv   3000
1 5  59 4  30000       1.50       0.00 io   3000
1 5  60 2  24000       0.55       0.00 io   3000
1 5  61 2  24000       0.95       0.00 ia   3000
1 5  62 2  18000       0.70       0.00 iv   3000
1 5  63 2  28000       1.25       0.00 ia   3000
1 5  64 3  28000       1.75       0.00 iv   3000
1 5  65 3   3000      11.00       0.00 io   3000
1 5  66 3   3000       1.20       0.00 iv   3000
1 5  67 3   3000       3.20       0.00 ia   3000
1 5  68 3   6000      12.00       0.00 ma   3000
===== Instance number 13: =====
1 1   0 1      0      11.00       0.00 ao   3000
1 1   1 1      0       6.00       0.00 av   3000
1 1   2 1      0       2.15       0.00 vo   3000
1 1   3 1      0       1.40       0.00 vv   3000
1 1   4 4      0      11.00       0.00 ao   3000
1 1   5 4      0       7.00       0.00 av   3000
1 1   6 4      0       3.00       0.00 vo   3000
1 1   7 4      0       4.20       0.00 vv   3000
1 1   8 2      0      19.00       0.00 ao   3000
1 1   9 2      0      21.00       0.00 av   3000
1 1  10 2      0      32.00       0.00 aa   3000
1 1  11 2      0       3.00       0.00 vo   3000
1 1  12 2      0       4.50       0.00 vv   3000
1 1  13 2      0       6.20       0.00 va   3000
1 1  14 3      0      54.00       0.00 ao   3000
1 1  15 3      0      30.00       0.00 av   3000
1 1  16 3      0      48.00       0.00 aa   3000
1 1  17 3      0      10.50       0.00 vo   3000
1 1  18 3      0       6.40       0.00 vv   3000
1 1  19 3      0       9.80       0.00 va   3000
1 1  20 1   9000       0.35       0.00 io   3000
1 1  21 3  37000       1.40       0.00 io   3000
1 1  22 4   3000       1.60       0.00 io   3000
1 1  23 4   3000       0.90       0.00 iv   3000
1 1  24 4   6000       1.90       0.00 io   3000
1 1  25 4   6000       0.80       0.00 iv   3000
1 1  26 4   9000       0.60       0.00 iv   3000
1 1  27 4  12000       1.20       0.00 iv   3000
1 1  28 4  18000       1.80       0.00 iv   3000
1 1  29 4  28000       0.70       0.00 io   3000
1 1  30 4  38000       2.40       0.00 iv   3000
1 1  31 2  24000       0.55       0.00 ia   3000
1 1  32 1  24000       0.55       0.00 io   3000
1 1  33 1   3000       1.40       0.00 io   3000
1 1  34 2   3000       2.50       0.00 io   3000
1 1  35 2   3000       2.75       0.00 iv   3000
1 1  36 2   3000       4.60       0.00 ia   3000
1 1  37 1   6000       0.55       0.00 io   3000
1 1  38 2   6000       0.45       0.00 io   3000
1 1  39 2   6000       1.90       0.00 iv   3000
1 1  40 2   6000       3.00       0.00 ia   3000
1 1  41 2   9000       0.70       0.00 iv   3000
1 1  42 2  12000       0.65       0.00 iv   3000
1 1  43 2  21000       0.90       0.00 iv   3000
1 1  44 3   3000       8.00       0.00 io   3000
1 1  45 3   3000       4.20       0.00 iv   3000
1 1  46 3   3000       6.60       0.00 ia   3000
1 1  47 3   6000       3.50       0.00 io   3000
1 1  48 3   6000       1.15       0.00 iv   3000
1 1  49 3   6000       2.35       0.00 ia   3000
1 1  50 3   9000       0.75       0.00 iv   3000
1 1  51 3  12000       0.90       0.00 iv   3000
1 1  52 3  12000       1.90       0.00 ia   3000
1 1  53 3  18000       1.10       0.00 iv   3000
1 1  54 3  18000       1.60       0.00 ia   3000
1 1  55 3  28000       1.35       0.00 ia   3000
1 1  56 3  36000       1.40       0.00 iv   3000
1 1  57 3   3000       8.00       0.00 ma   3000
===== Instance number 14: =====
1 1   0 2      0       7.00       0.00 ao   3000
1 1   1 2      0       5.50       0.00 av   3000
1 1   2 2      0       5.00       0.00 aa   3000
1 1   3 2      0       2.50       0.00 vo   3000
1 1   4 2      0       1.75       0.00 vv   3000
1 1   5 2      0       2.45       0.00 va   3000
1 1   6 4      0       8.50       0.00 ao   3000
1 1   7 4      0       6.00       0.00 av   3000
1 1   8 4      0       2.25       0.00 vo   3000
1 1   9 4      0       4.50       0.00 vv   3000
1 1  10 3      0      53.00       0.00 ao   3000
1 1  11 3      0      33.00       0.00 av   3000
1 1  12 3      0      40.00       0.00 aa   3000
1 1  13 3      0      11.00       0.00 vo   3000
1 1  14 3      0       6.40       0.00 vv   3000
1 1  15 3      0       8.00       0.00 va   3000
1 1  16 1      0       7.00       0.00 ao   3000
1 1  17 1      0       3.00       0.00 av   3000
1 1  18 1      0       3.40       0.00 vo   3000
1 1  19 1      0       2.30       0.00 vv   3000
1 1  20 2  18000       0.50       0.00 ia   3000
1 1  21 3  15000       0.60       0.00 iv   3000
1 1  22 3  28000       3.50       0.00 io   3000
1 1  23 3  28000       2.00       0.00 iv   3000
1 1  24 3  28000       4.50       0.00 ia   3000
1 1  25 4   3000       1.30       0.00 io   3000
1 1  26 4   3000       0.70       0.00 iv   3000
1 1  27 4   6000       0.75       0.00 io   3000
1 1  28 4   6000       0.95       0.00 iv   3000
1 1  29 4  28000       0.40       0.00 io   3000
1 1  30 4  28000       2.50       0.00 iv   3000
1 1  31 2   9000       1.55       0.00 io   3000
1 1  32 2   6000       0.80       0.00 io   3000
1 1  33 2   3000       0.45       0.00 io   3000
1 1  34 2   3000       0.85       0.00 iv   3000
1 1  35 2   3000       0.40       0.00 ia   3000
1 1  36 2  28000       0.60       0.00 iv   3000
1 1  37 2  28000       1.80       0.00 ia   3000
1 1  38 1   3000       0.20       0.00 io   3000
1 1  39 1   6000       0.85       0.00 io   3000
